fid,departure_c,departure,destination_c,destination,take_off_time,landing_time,duration,total_seats,available_seats,sell_status,price
KN5718,CKG,Chongqing,BJS,Beijing,1667277000,1667287500,175,144,8,SELLING,397
MF8484,CKG,Chongqing,BJS,Beijing,1667292900,1667303700,180,189,6,SELLING,729
MF7128,CKG,Chongqing,BJS,Beijing,1667307900,1667318100,170,189,9,SELLING,1346
MF7138,CKG,Chongqing,BJS,Beijing,1667263500,1667279100,260,189,9,SELLING,1346
OQ2301,CKG,Chongqing,BJS,Beijing,1667259900,1667270100,170,180,9,SELLING,463
OQ2108,CKG,Chongqing,BJS,Beijing,1667307300,1667318100,180,180,9,SELLING,409
HU7422,CKG,Chongqing,HGH,Hangzhou,1667302800,1667310300,125,189,6,SELLING,503
3U3180,CKG,Chongqing,HGH,Hangzhou,1667305200,1667313000,130,134,9,SELLING,512
3U3196,CKG,Chongqing,HGH,Hangzhou,1667293500,1667301300,130,180,6,SELLING,512
3U8087,CKG,Chongqing,HGH,Hangzhou,1667284500,1667292900,140,167,10,SELLING,566
GJ8010,CKG,Chongqing,HGH,Hangzhou,1667309100,1667317200,135,220,9,SELLING,403
GJ5640,CKG,Chongqing,HGH,Hangzhou,1667305800,1667313600,130,189,9,SELLING,1271
GJ5698,CKG,Chongqing,HGH,Hangzhou,1667259900,1667268300,140,189,9,SELLING,1271
GJ8534,CKG,Chongqing,HGH,Hangzhou,1667294400,1667311200,280,180,10,SELLING,527
OQ2379,CKG,Chongqing,HGH,Hangzhou,1667260800,1667268900,135,180,9,SELLING,523
OQ2389,CKG,Chongqing,HGH,Hangzhou,1667277900,1667285400,125,180,9,SELLING,640
CZ4792,CKG,Chongqing,HGH,Hangzhou,1667294400,1667311200,280,180,9,SELLING,1401
CZ2879,CKG,Chongqing,HGH,Hangzhou,1667260800,1667268900,135,180,9,SELLING,1119
CZ2889,CKG,Chongqing,HGH,Hangzhou,1667277900,1667285400,125,180,9,SELLING,1119
CZ4398,CKG,Chongqing,HGH,Hangzhou,1667259900,1667268300,140,189,9,SELLING,1119
CZ4340,CKG,Chongqing,HGH,Hangzhou,1667305800,1667313600,130,189,9,SELLING,1119
CZ9403,CKG,Chongqing,HGH,Hangzhou,1667284500,1667292900,140,167,9,SELLING,2355
CZ9036,CKG,Chongqing,HGH,Hangzhou,1667305200,1667313000,130,134,9,SELLING,2225
CZ9048,CKG,Chongqing,HGH,Hangzhou,1667293500,1667301300,130,180,9,SELLING,2225
GS6581,CKG,Chongqing,HGH,Hangzhou,1667261700,1667268600,115,174,9,SELLING,425
MF5701,CKG,Chongqing,HGH,Hangzhou,1667309100,1667317200,135,220,9,SELLING,1271
MF8408,CKG,Chongqing,HGH,Hangzhou,1667279400,1667287200,130,189,6,SELLING,512
MF8416,CKG,Chongqing,HGH,Hangzhou,1667305800,1667313600,130,189,6,SELLING,490
MF8478,CKG,Chongqing,HGH,Hangzhou,1667259900,1667268300,140,189,6,SELLING,447
MF5811,CKG,Chongqing,HGH,Hangzhou,1667294400,1667311200,280,180,9,SELLING,1271
JD5696,CKG,Chongqing,HGH,Hangzhou,1667315700,1667323500,130,180,10,SELLING,474
JD5808,CKG,Chongqing,HGH,Hangzhou,1667277300,1667286300,150,220,10,SELLING,474
CA4577,CKG,Chongqing,HGH,Hangzhou,1667288100,1667297100,150,159,9,SELLING,508
CA4579,CKG,Chongqing,HGH,Hangzhou,1667296800,1667304900,135,189,7,SELLING,617
CA4553,CKG,Chongqing,HGH,Hangzhou,1667260800,1667269800,150,159,9,SELLING,454
CA1762,CKG,Chongqing,HGH,Hangzhou,1667304600,1667312700,135,220,9,SELLING,454
CA1760,CKG,Chongqing,HGH,Hangzhou,1667274600,1667282100,125,180,9,SELLING,508
3U8284,CKG,Chongqing,KMG,Kunming,1667286300,1667292000,95,132,8,SELLING,409
PN6411,CKG,Chongqing,KMG,Kunming,1667255700,1667262000,105,180,9,SELLING,349
8L9858,CKG,Chongqing,KMG,Kunming,1667317200,1667322600,90,179,9,SELLING,325
GS7451,CKG,Chongqing,KMG,Kunming,1667302200,1667307900,95,180,9,SELLING,425
CZ9482,CKG,Chongqing,KMG,Kunming,1667286300,1667292000,95,132,9,SELLING,1108
MU5866,CKG,Chongqing,KMG,Kunming,1667283600,1667294100,175,189,9,SELLING,859
MU5864,CKG,Chongqing,KMG,Kunming,1667268600,1667274000,90,140,9,SELLING,609
3U8045,CKG,Chongqing,NKG,Nanjing,1667292600,1667299500,115,240,8,SELLING,495
3U8043,CKG,Chongqing,NKG,Nanjing,1667277600,1667285100,125,180,9,SELLING,561
3U8041,CKG,Chongqing,NKG,Nanjing,1667259600,1667266500,115,220,9,SELLING,463
PN6289,CKG,Chongqing,NKG,Nanjing,1667279100,1667286300,120,180,9,SELLING,436
PN6235,CKG,Chongqing,NKG,Nanjing,1667301000,1667308800,130,180,9,SELLING,436
HU7425,CKG,Chongqing,NKG,Nanjing,1667261100,1667267700,110,189,9,SELLING,518
HO1694,CKG,Chongqing,NKG,Nanjing,1667296500,1667304300,130,179,7,SELLING,413
MU2846,CKG,Chongqing,NKG,Nanjing,1667277600,1667284800,120,180,9,SELLING,513
MU2736,CKG,Chongqing,NKG,Nanjing,1667296500,1667304300,130,189,9,SELLING,437
MU2836,CKG,Chongqing,NKG,Nanjing,1667314500,1667322300,130,180,10,SELLING,435
MU2926,CKG,Chongqing,NKG,Nanjing,1667274000,1667281200,120,244,9,SELLING,513
ZH5142,CKG,Chongqing,NKG,Nanjing,1667296500,1667304300,130,179,9,SELLING,1086
CA4557,CKG,Chongqing,NKG,Nanjing,1667294700,1667302200,125,189,9,SELLING,422
CZ9389,CKG,Chongqing,NKG,Nanjing,1667292600,1667299500,115,240,9,SELLING,1314
CZ9387,CKG,Chongqing,NKG,Nanjing,1667277600,1667285100,125,180,9,SELLING,1314
CZ9385,CKG,Chongqing,NKG,Nanjing,1667259600,1667266500,115,220,9,SELLING,1314
CZ2821,CKG,Chongqing,NKG,Nanjing,1667264400,1667271900,125,144,9,SELLING,945
CZ1454,CKG,Chongqing,NKG,Nanjing,1667296500,1667304300,130,179,9,SELLING,1065
OQ2321,CKG,Chongqing,NKG,Nanjing,1667264400,1667271900,125,144,9,SELLING,485
CA4555,CKG,Chongqing,SHA,Shanghai,1667290800,1667300100,155,189,9,SELLING,447
CA4541,CKG,Chongqing,SHA,Shanghai,1667294400,1667302800,140,189,9,SELLING,443
CA4543,CKG,Chongqing,SHA,Shanghai,1667259300,1667268600,155,189,9,SELLING,443
CA4575,CKG,Chongqing,SHA,Shanghai,1667264700,1667273400,145,189,9,SELLING,512
CA8544,CKG,Chongqing,SHA,Shanghai,1667280000,1667288700,145,220,9,SELLING,566
OQ2307,CKG,Chongqing,SHA,Shanghai,1667261700,1667271000,155,180,9,SELLING,531
CZ1428,CKG,Chongqing,SHA,Shanghai,1667308500,1667316900,140,179,9,SELLING,1899
CZ9675,CKG,Chongqing,SHA,Shanghai,1667258100,1667266200,135,167,9,SELLING,1834
CZ1426,CKG,Chongqing,SHA,Shanghai,1667298900,1667307900,150,179,9,SELLING,1184
CZ4495,CKG,Chongqing,SHA,Shanghai,1667301300,1667309400,135,189,9,SELLING,1487
CZ9677,CKG,Chongqing,SHA,Shanghai,1667285400,1667295000,160,240,9,SELLING,1184
CZ2807,CKG,Chongqing,SHA,Shanghai,1667261700,1667271000,155,180,9,SELLING,1032
HO1246,CKG,Chongqing,SHA,Shanghai,1667273400,1667282100,145,179,9,SELLING,467
HO1244,CKG,Chongqing,SHA,Shanghai,1667253300,1667262000,145,240,9,SELLING,391
HO1250,CKG,Chongqing,SHA,Shanghai,1667308500,1667316900,140,179,9,SELLING,381
HO1248,CKG,Chongqing,SHA,Shanghai,1667298900,1667307900,150,179,9,SELLING,402
ZH5082,CKG,Chongqing,SHA,Shanghai,1667273400,1667282100,145,179,9,SELLING,1325
ZH5072,CKG,Chongqing,SHA,Shanghai,1667298900,1667307900,150,179,9,SELLING,1325
ZH5032,CKG,Chongqing,SHA,Shanghai,1667308500,1667316900,140,179,9,SELLING,1325
FM9422,CKG,Chongqing,SHA,Shanghai,1667281500,1667289300,130,140,9,SELLING,567
FM9420,CKG,Chongqing,SHA,Shanghai,1667299500,1667308200,145,100,9,SELLING,513
FM9426,CKG,Chongqing,SHA,Shanghai,1667305500,1667313600,135,149,9,SELLING,437
FM9424,CKG,Chongqing,SHA,Shanghai,1667303100,1667311800,145,140,9,SELLING,469
FM9428,CKG,Chongqing,SHA,Shanghai,1667308800,1667317800,150,420,9,SELLING,437
HU7494,CKG,Chongqing,SHA,Shanghai,1667305800,1667314800,150,189,5,SELLING,609
3U8973,CKG,Chongqing,SHA,Shanghai,1667285400,1667295000,160,240,9,SELLING,550
3U8971,CKG,Chongqing,SHA,Shanghai,1667258100,1667266200,135,167,9,SELLING,495
Y87518,CKG,Chongqing,SHA,Shanghai,1667315400,1667323500,135,189,9,SELLING,345
MF3453,CKG,Chongqing,SHA,Shanghai,1667287800,1667297100,155,175,9,SELLING,1412
MF3552,CKG,Chongqing,SHA,Shanghai,1667293800,1667302500,145,149,9,SELLING,1412
MF8581,CKG,Chongqing,SHA,Shanghai,1667301300,1667309400,135,189,6,SELLING,468
MF3459,CKG,Chongqing,SHA,Shanghai,1667255100,1667263500,140,244,9,SELLING,1412
MF3379,CKG,Chongqing,SHA,Shanghai,1667295000,1667303700,145,220,9,SELLING,1412
MF3347,CKG,Chongqing,SHA,Shanghai,1667275800,1667284200,140,262,9,SELLING,1412
MU8548,CKG,Chongqing,SHA,Shanghai,1667281500,1667289300,130,140,9,SELLING,823
MU8358,CKG,Chongqing,SHA,Shanghai,1667305500,1667313600,135,149,9,SELLING,823
MU8429,CKG,Chongqing,SHA,Shanghai,1667299500,1667308200,145,100,9,SELLING,823
MU5494,CKG,Chongqing,SHA,Shanghai,1667300100,1667308500,140,134,9,SELLING,435
MU5432,CKG,Chongqing,SHA,Shanghai,1667287800,1667297100,155,175,9,SELLING,565
MU5422,CKG,Chongqing,SHA,Shanghai,1667255100,1667263500,140,244,9,SELLING,478
MU5434,CKG,Chongqing,SHA,Shanghai,1667295000,1667303700,145,220,9,SELLING,565
MU5424,CKG,Chongqing,SHA,Shanghai,1667258400,1667266500,135,175,9,SELLING,435
MU2550,CKG,Chongqing,SHA,Shanghai,1667293800,1667302500,145,149,9,SELLING,511
MU5428,CKG,Chongqing,SHA,Shanghai,1667275800,1667284200,140,262,9,SELLING,620
MU8362,CKG,Chongqing,SHA,Shanghai,1667303100,1667311800,145,140,9,SELLING,823
MU6382,CKG,Chongqing,SHA,Shanghai,1667300400,1667316300,265,140,9,SELLING,435
GJ5795,CKG,Chongqing,SHA,Shanghai,1667301300,1667309400,135,189,9,SELLING,1206
9C8868,CKG,Chongqing,SHA,Shanghai,1667297100,1667306100,150,186,5,SELLING,400
9C6154,CKG,Chongqing,SHA,Shanghai,1667311800,1667320200,140,186,5,SELLING,400
9C8996,CKG,Chongqing,SHA,Shanghai,1667304600,1667312700,135,186,5,SELLING,400
9C8898,CKG,Chongqing,SHA,Shanghai,1667276400,1667284800,140,186,4,SELLING,471
CA4381,CKG,Chongqing,WUH,Wuhan,1667298600,1667304000,90,189,9,SELLING,403
OQ2135,CKG,Chongqing,WUH,Wuhan,1667283300,1667288400,85,180,9,SELLING,430
3U8155,CKG,Chongqing,WUH,Wuhan,1667278200,1667283900,95,134,9,SELLING,456
CZ2635,CKG,Chongqing,WUH,Wuhan,1667283300,1667288400,85,180,9,SELLING,1043
CZ3644,CKG,Chongqing,WUH,Wuhan,1667313000,1667318100,85,164,9,SELLING,1043
CZ6286,CKG,Chongqing,WUH,Wuhan,1667289900,1667295600,95,188,9,SELLING,1043
MU2540,CKG,Chongqing,WUH,Wuhan,1667314500,1667319600,85,149,9,SELLING,437
MF8450,CKG,Chongqing,XMN,Amoy,1667301000,1667310000,150,189,6,SELLING,544
MF8472,CKG,Chongqing,XMN,Amoy,1667262000,1667270400,140,189,6,SELLING,468
MF8492,CKG,Chongqing,XMN,Amoy,1667283300,1667291700,140,189,6,SELLING,544
MF8404,CKG,Chongqing,XMN,Amoy,1667273400,1667282700,155,189,6,SELLING,544
MF8262,CKG,Chongqing,XMN,Amoy,1667309100,1667317800,145,189,6,SELLING,501
GJ5692,CKG,Chongqing,XMN,Amoy,1667262000,1667270400,140,189,9,SELLING,1184
GJ5672,CKG,Chongqing,XMN,Amoy,1667301000,1667310000,150,189,9,SELLING,1184
GJ5496,CKG,Chongqing,XMN,Amoy,1667309100,1667317800,145,189,9,SELLING,1184
GJ5712,CKG,Chongqing,XMN,Amoy,1667283300,1667291700,140,189,9,SELLING,1184
GJ5628,CKG,Chongqing,XMN,Amoy,1667273400,1667282700,155,189,9,SELLING,1184
SC2136,CKG,Chongqing,XMN,Amoy,1667271900,1667280000,135,189,10,SELLING,588
SC2140,CKG,Chongqing,XMN,Amoy,1667313000,1667321400,140,189,10,SELLING,588
CA4565,CKG,Chongqing,XMN,Amoy,1667261700,1667270100,140,189,9,SELLING,447
CA4652,CKG,Chongqing,XMN,Amoy,1667313000,1667321400,140,189,9,SELLING,1075
CA4648,CKG,Chongqing,XMN,Amoy,1667271900,1667280000,135,189,9,SELLING,1075
3U8031,CKG,Chongqing,XMN,Amoy,1667288400,1667297700,155,167,1,SELLING,544
CZ4412,CKG,Chongqing,XMN,Amoy,1667283300,1667291700,140,189,9,SELLING,1466
CZ4392,CKG,Chongqing,XMN,Amoy,1667262000,1667270400,140,189,9,SELLING,1466
CZ4372,CKG,Chongqing,XMN,Amoy,1667301000,1667310000,150,189,9,SELLING,1466
CZ4328,CKG,Chongqing,XMN,Amoy,1667273400,1667282700,155,189,9,SELLING,1466
CZ9379,CKG,Chongqing,XMN,Amoy,1667288400,1667297700,155,167,5,SELLING,1184
3U6867,CTU,Chengdu,BJS,Beijing,1667273400,1667283900,175,132,9,SELLING,1954
3U8889,CTU,Chengdu,BJS,Beijing,1667280600,1667291100,175,174,9,SELLING,1994
3U8885,CTU,Chengdu,BJS,Beijing,1667266200,1667276700,175,412,9,SELLING,2517
3U8883,CTU,Chengdu,BJS,Beijing,1667259000,1667269500,175,315,9,SELLING,1954
3U8893,CTU,Chengdu,BJS,Beijing,1667291400,1667301900,175,315,9,SELLING,1954
GJ5690,CTU,Chengdu,BJS,Beijing,1667275200,1667285100,165,189,9,SELLING,2604
MF8470,CTU,Chengdu,BJS,Beijing,1667275200,1667285100,165,189,6,SELLING,2604
MU6650,CTU,Chengdu,BJS,Beijing,1667295300,1667304000,145,262,10,SELLING,877
MU6642,CTU,Chengdu,BJS,Beijing,1667280600,1667289300,145,262,10,SELLING,618
MU6644,CTU,Chengdu,BJS,Beijing,1667274600,1667284200,160,220,10,SELLING,1255
MU6648,CTU,Chengdu,BJS,Beijing,1667305800,1667315700,165,220,10,SELLING,674
MU3322,CTU,Chengdu,BJS,Beijing,1667275200,1667285100,165,189,9,SELLING,2604
MU6281,CTU,Chengdu,BJS,Beijing,1667260800,1667270100,155,180,10,SELLING,1126
CA4107,CTU,Chengdu,BJS,Beijing,1667268000,1667278500,175,220,9,SELLING,1271
CA4117,CTU,Chengdu,BJS,Beijing,1667293200,1667303700,175,420,9,SELLING,1271
CA4105,CTU,Chengdu,BJS,Beijing,1667289600,1667300100,175,412,9,SELLING,1271
CA4115,CTU,Chengdu,BJS,Beijing,1667271600,1667282100,175,179,9,SELLING,1271
CA4103,CTU,Chengdu,BJS,Beijing,1667282400,1667292900,175,220,9,SELLING,1271
CA4113,CTU,Chengdu,BJS,Beijing,1667260800,1667271300,175,412,9,SELLING,1216
CA4101,CTU,Chengdu,BJS,Beijing,1667264400,1667274900,175,412,9,SELLING,1271
CA1402,CTU,Chengdu,BJS,Beijing,1667295000,1667305200,170,315,9,SELLING,1271
CA1426,CTU,Chengdu,BJS,Beijing,1667311200,1667321400,170,340,9,SELLING,1216
CA1416,CTU,Chengdu,BJS,Beijing,1667284200,1667294400,170,420,9,SELLING,1271
CA1406,CTU,Chengdu,BJS,Beijing,1667275200,1667285400,170,315,9,SELLING,1271
CA4183,CTU,Chengdu,BJS,Beijing,1667300400,1667310900,175,134,9,SELLING,1271
CA1408,CTU,Chengdu,BJS,Beijing,1667307600,1667317800,170,400,9,SELLING,1216
CA1422,CTU,Chengdu,BJS,Beijing,1667278800,1667289000,170,340,9,SELLING,1271
CA4109,CTU,Chengdu,BJS,Beijing,1667286000,1667296800,180,412,9,SELLING,1271
NS8420,CTU,Chengdu,BJS,Beijing,1667275200,1667285100,165,189,9,SELLING,2604
NS8002,CTU,Chengdu,BJS,Beijing,1667304000,1667313900,165,189,9,SELLING,2806
JD5560,CTU,Chengdu,BJS,Beijing,1667275200,1667283900,145,180,9,SELLING,642
CZ8914,CTU,Chengdu,BJS,Beijing,1667309400,1667318700,155,180,9,SELLING,1444
CZ8848,CTU,Chengdu,BJS,Beijing,1667280300,1667289300,150,180,9,SELLING,1444
CZ9321,CTU,Chengdu,BJS,Beijing,1667273400,1667283900,175,132,9,SELLING,2062
CZ9809,CTU,Chengdu,BJS,Beijing,1667304000,1667313900,165,189,9,SELLING,2843
CZ6184,CTU,Chengdu,BJS,Beijing,1667291400,1667300400,150,220,9,SELLING,1444
CZ9619,CTU,Chengdu,BJS,Beijing,1667259000,1667269500,175,315,9,SELLING,2062
CZ6110,CTU,Chengdu,BJS,Beijing,1667287800,1667297700,165,189,9,SELLING,1444
CZ9625,CTU,Chengdu,BJS,Beijing,1667291400,1667301900,175,315,9,SELLING,2062
CZ9621,CTU,Chengdu,BJS,Beijing,1667266200,1667276700,175,412,9,SELLING,2637
CZ3904,CTU,Chengdu,BJS,Beijing,1667302200,1667311200,150,180,9,SELLING,1444
CZ4390,CTU,Chengdu,BJS,Beijing,1667275200,1667285100,165,189,9,SELLING,2604
CZ9623,CTU,Chengdu,BJS,Beijing,1667280600,1667291100,175,174,9,SELLING,2062
KN5238,CTU,Chengdu,BJS,Beijing,1667264400,1667273100,145,140,9,SELLING,624
KN5216,CTU,Chengdu,BJS,Beijing,1667278800,1667287500,145,180,9,SELLING,776
KN5208,CTU,Chengdu,BJS,Beijing,1667296800,1667305800,150,140,9,SELLING,624
JD5260,CTU,Chengdu,HGH,Hangzhou,1667298000,1667307600,160,180,3,SELLING,626
JD5172,CTU,Chengdu,HGH,Hangzhou,1667280300,1667289900,160,220,3,SELLING,626
CZ4588,CTU,Chengdu,HGH,Hangzhou,1667296800,1667306400,160,189,9,SELLING,1737
CZ4348,CTU,Chengdu,HGH,Hangzhou,1667276100,1667286300,170,189,9,SELLING,1737
CZ2476,CTU,Chengdu,HGH,Hangzhou,1667267100,1667281500,240,180,9,SELLING,1542
CZ4376,CTU,Chengdu,HGH,Hangzhou,1667307300,1667316600,155,189,9,SELLING,1737
CZ4785,CTU,Chengdu,HGH,Hangzhou,1667290500,1667305200,245,180,9,SELLING,1542
CZ4779,CTU,Chengdu,HGH,Hangzhou,1667307000,1667317500,175,180,9,SELLING,1542
CZ9637,CTU,Chengdu,HGH,Hangzhou,1667296800,1667306100,155,167,9,SELLING,2062
CZ9639,CTU,Chengdu,HGH,Hangzhou,1667311200,1667320500,155,134,9,SELLING,2062
CZ9633,CTU,Chengdu,HGH,Hangzhou,1667257200,1667266500,155,132,9,SELLING,2062
CZ9337,CTU,Chengdu,HGH,Hangzhou,1667275500,1667284800,155,132,9,SELLING,2062
CZ9635,CTU,Chengdu,HGH,Hangzhou,1667286000,1667295300,155,311,9,SELLING,2062
GJ8886,CTU,Chengdu,HGH,Hangzhou,1667267100,1667281500,240,180,9,SELLING,512
GJ8282,CTU,Chengdu,HGH,Hangzhou,1667307000,1667317500,175,180,9,SELLING,512
GJ5888,CTU,Chengdu,HGH,Hangzhou,1667296800,1667306400,160,189,9,SELLING,1401
GJ5676,CTU,Chengdu,HGH,Hangzhou,1667307300,1667316600,155,189,9,SELLING,1401
GJ8510,CTU,Chengdu,HGH,Hangzhou,1667290500,1667305200,245,180,9,SELLING,512
GJ5648,CTU,Chengdu,HGH,Hangzhou,1667276100,1667286300,170,189,9,SELLING,1401
CA4533,CTU,Chengdu,HGH,Hangzhou,1667289600,1667298900,155,180,8,SELLING,837
CA1748,CTU,Chengdu,HGH,Hangzhou,1667282700,1667293200,175,180,8,SELLING,945
CA8332,CTU,Chengdu,HGH,Hangzhou,1667298600,1667308500,165,134,9,SELLING,729
CA1746,CTU,Chengdu,HGH,Hangzhou,1667309400,1667319000,160,180,9,SELLING,620
CA1742,CTU,Chengdu,HGH,Hangzhou,1667277000,1667285700,145,180,4,SELLING,945
CA4519,CTU,Chengdu,HGH,Hangzhou,1667257200,1667266800,160,180,7,SELLING,620
CA1740,CTU,Chengdu,HGH,Hangzhou,1667266200,1667274900,145,220,9,SELLING,837
CA1780,CTU,Chengdu,HGH,Hangzhou,1667302200,1667312100,165,220,8,SELLING,729
3U6933,CTU,Chengdu,HGH,Hangzhou,1667275500,1667284800,155,132,9,SELLING,729
3U8917,CTU,Chengdu,HGH,Hangzhou,1667286000,1667295300,155,311,9,SELLING,837
3U8911,CTU,Chengdu,HGH,Hangzhou,1667257200,1667266500,155,132,9,SELLING,674
3U8921,CTU,Chengdu,HGH,Hangzhou,1667311200,1667320500,155,134,9,SELLING,620
3U8919,CTU,Chengdu,HGH,Hangzhou,1667296800,1667306100,155,167,9,SELLING,620
MU5495,CTU,Chengdu,HGH,Hangzhou,1667274000,1667283900,165,180,10,SELLING,942
MU6375,CTU,Chengdu,HGH,Hangzhou,1667294700,1667303700,150,244,10,SELLING,618
MU6112,CTU,Chengdu,HGH,Hangzhou,1667303100,1667312400,155,180,10,SELLING,565
MU6171,CTU,Chengdu,HGH,Hangzhou,1667264700,1667274000,155,180,10,SELLING,759
MF5930,CTU,Chengdu,HGH,Hangzhou,1667267100,1667281500,240,180,9,SELLING,1401
MF8424,CTU,Chengdu,HGH,Hangzhou,1667276100,1667286300,170,189,6,SELLING,696
MF5803,CTU,Chengdu,HGH,Hangzhou,1667290500,1667305200,245,180,9,SELLING,1401
MF5797,CTU,Chengdu,HGH,Hangzhou,1667307000,1667317500,175,180,9,SELLING,1401
MF8454,CTU,Chengdu,HGH,Hangzhou,1667307300,1667316600,155,189,6,SELLING,598
MF8774,CTU,Chengdu,HGH,Hangzhou,1667296800,1667306400,160,189,6,SELLING,620
EU2301,CTU,Chengdu,HGH,Hangzhou,1667265900,1667275500,160,180,9,SELLING,783
EU2259,CTU,Chengdu,HGH,Hangzhou,1667260200,1667270100,165,180,5,SELLING,723
3U6619,CTU,Chengdu,KMG,Kunming,1667306100,1667311800,95,132,9,SELLING,382
3U6617,CTU,Chengdu,KMG,Kunming,1667272800,1667279100,105,220,9,SELLING,447
3U8667,CTU,Chengdu,KMG,Kunming,1667257500,1667262900,90,132,9,SELLING,555
ZH3959,CTU,Chengdu,KMG,Kunming,1667290500,1667295900,90,180,9,SELLING,859
KY8246,CTU,Chengdu,KMG,Kunming,1667307300,1667313600,105,189,9,SELLING,343
PN6390,CTU,Chengdu,KMG,Kunming,1667275800,1667281200,90,180,9,SELLING,382
TV9825,CTU,Chengdu,KMG,Kunming,1667290500,1667295900,90,180,9,SELLING,577
MU5681,CTU,Chengdu,KMG,Kunming,1667258100,1667263500,90,180,9,SELLING,471
MU5846,CTU,Chengdu,KMG,Kunming,1667307300,1667313300,100,189,9,SELLING,471
MU5844,CTU,Chengdu,KMG,Kunming,1667274300,1667279700,90,189,9,SELLING,696
MU5854,CTU,Chengdu,KMG,Kunming,1667300100,1667305800,95,100,9,SELLING,577
MU5842,CTU,Chengdu,KMG,Kunming,1667270700,1667276100,90,189,9,SELLING,471
MU5852,CTU,Chengdu,KMG,Kunming,1667294100,1667299500,90,149,9,SELLING,696
MU5850,CTU,Chengdu,KMG,Kunming,1667307000,1667313000,100,100,9,SELLING,503
8L9948,CTU,Chengdu,KMG,Kunming,1667312100,1667317800,95,119,9,SELLING,338
8L9631,CTU,Chengdu,KMG,Kunming,1667280600,1667286900,105,140,9,SELLING,358
A67102,CTU,Chengdu,KMG,Kunming,1667305200,1667310900,95,167,9,SELLING,490
CA2541,CTU,Chengdu,KMG,Kunming,1667305200,1667310900,95,179,9,SELLING,371
CA4413,CTU,Chengdu,KMG,Kunming,1667270100,1667275800,95,180,9,SELLING,1000
CA2543,CTU,Chengdu,KMG,Kunming,1667301600,1667307300,95,179,9,SELLING,393
CA4417,CTU,Chengdu,KMG,Kunming,1667312100,1667317800,95,180,9,SELLING,414
DR6522,CTU,Chengdu,KMG,Kunming,1667297100,1667302800,95,148,9,SELLING,447
CZ9539,CTU,Chengdu,KMG,Kunming,1667257500,1667262900,90,132,9,SELLING,1672
CZ9239,CTU,Chengdu,KMG,Kunming,1667306100,1667311800,95,132,9,SELLING,1303
CZ9237,CTU,Chengdu,KMG,Kunming,1667272800,1667279100,105,220,9,SELLING,1303
CZ9685,CTU,Chengdu,NKG,Nanjing,1667261700,1667270100,140,167,9,SELLING,1986
CZ9687,CTU,Chengdu,NKG,Nanjing,1667271600,1667279700,135,240,9,SELLING,1986
CZ9985,CTU,Chengdu,NKG,Nanjing,1667274600,1667283300,145,148,9,SELLING,1802
CZ9689,CTU,Chengdu,NKG,Nanjing,1667286600,1667296500,165,180,9,SELLING,1986
CA4523,CTU,Chengdu,NKG,Nanjing,1667261700,1667270100,140,220,9,SELLING,533
CA4505,CTU,Chengdu,NKG,Nanjing,1667277600,1667286600,150,220,9,SELLING,978
CA3580,CTU,Chengdu,NKG,Nanjing,1667292000,1667300700,145,174,9,SELLING,1552
CA3518,CTU,Chengdu,NKG,Nanjing,1667302200,1667310000,130,170,9,SELLING,1552
MU2788,CTU,Chengdu,NKG,Nanjing,1667308500,1667316600,135,189,10,SELLING,435
MU2806,CTU,Chengdu,NKG,Nanjing,1667277300,1667285400,135,189,9,SELLING,622
MU2816,CTU,Chengdu,NKG,Nanjing,1667299500,1667308500,150,244,6,SELLING,468
HO1696,CTU,Chengdu,NKG,Nanjing,1667303100,1667310900,130,240,9,SELLING,684
HO1722,CTU,Chengdu,NKG,Nanjing,1667286300,1667294100,130,220,9,SELLING,1236
3U8989,CTU,Chengdu,NKG,Nanjing,1667261700,1667270100,140,167,9,SELLING,620
3U8993,CTU,Chengdu,NKG,Nanjing,1667286600,1667296500,165,180,9,SELLING,674
3U8991,CTU,Chengdu,NKG,Nanjing,1667271600,1667279700,135,240,9,SELLING,729
KY9570,CTU,Chengdu,NKG,Nanjing,1667292000,1667300700,145,174,9,SELLING,1552
KY9568,CTU,Chengdu,NKG,Nanjing,1667302200,1667310000,130,170,9,SELLING,1552
EU2439,CTU,Chengdu,NKG,Nanjing,1667262900,1667271300,140,180,9,SELLING,512
EU2437,CTU,Chengdu,NKG,Nanjing,1667286000,1667294700,145,180,9,SELLING,620
TV9819,CTU,Chengdu,NKG,Nanjing,1667259000,1667266800,130,134,9,SELLING,528
ZH9570,CTU,Chengdu,NKG,Nanjing,1667292000,1667300700,145,174,9,SELLING,913
ZH3953,CTU,Chengdu,NKG,Nanjing,1667259000,1667266800,130,134,9,SELLING,1119
ZH9568,CTU,Chengdu,NKG,Nanjing,1667302200,1667310000,130,170,9,SELLING,718
DZ6335,CTU,Chengdu,NKG,Nanjing,1667274600,1667283300,145,148,9,SELLING,627
CA4511,CTU,Chengdu,TAO,Qingdao,1667257500,1667266800,155,412,9,SELLING,750
CA4844,CTU,Chengdu,TAO,Qingdao,1667275500,1667285400,165,189,9,SELLING,1368
CA4846,CTU,Chengdu,TAO,Qingdao,1667304300,1667314200,165,189,9,SELLING,1368
CZ9882,CTU,Chengdu,TAO,Qingdao,1667279100,1667296200,285,180,9,SELLING,1531
